"id","text","topic"
"675412108671107073","RT @JrealJavireal: Mezquino,indecente,impresentable,indigno,ruin....@PPopular  https://t.co/ljYKiJ5njK
TWEET CITADO POR EL RETWEETEADO: El Gobierno amplía un 40% la partida para los enfermos de hepatitis C en plena campaña electoral https://t.co/9SKyVXniMw","2"
"674101586474455040","Steps to the Sea, Rivera Maya, Mexico https://t.co/UhyNJ6sDSX","11"
"679070750901477378","@Nora_Martin91 no te parece hijo de Rajoy?","10"
"675316909374627840","RT @iperea: Este partido, el @psoe, sale a ganar y a ganar bien. Tiene a los mejores y es por eso que los demás temen al #PSOE https://t.co…","9"
"676484561912668160","Notición Rajoy y Sánchez intentan ser vistos como única opción de Gobierno https://t.co/JeH4Dea9bD","9"
"678167970590404608","RT @SiPeroNo1: La única diferencia que veo entre Rajoy y Julián Muñoz es que Julián Muñoz no tenía comprados a todos los medios de comunica…","2"
"677984587092480000","RT @fermont1965: Acuerdate de Bárcenas, Granados, Cospedal, Rajoy, Aznar, Montoro, Blesa, Rato, Ana Mato, Aguirre, Matas, Fabra, Camps, Rus…","2"
"674919462760529920","RT @hari_139: La cola en la ULL para el acto de las 12h. en el aula magna con @Pablo_Iglesias_ , @ierrejon ...!! No cabremos!! https://t.co…","9"
"678694299060563968","RT @Betinaserrano: Coalición PSOE + Podemos + IU ft. Gente de Zona + Juan Magán con Cali y el Dandee.","1"
"679280340708499457","Iglesias no quiere a Sánchez de presidente porque ese puesto lo quiere para él, analiza @psebastianbueno https://t.co/wuvkUXvQcm","1"
"672156646945214466","RT @pnique: Preocupantes noticias sobre @CiudadanosCs y su relación con los lobbies de armamento y la ""operación Libertas"". https://t.co/Kv…","2"
"678154036735041536","RT @SiPeroNo1: Si los jefes de ETA son responsables de los atentados aunque no participaran ¿Por qué los jefes del PP no son responsables d…","2"
"666070196247990278","RT jorgerezabala: RT epUNAEc: Presidente Rafael Correa convoca a ciudadanos a una concentración en la plaza grande… https://t.co/oFtMuSTGkC","11"
"676053624825503744","RT @Trinidad_Lobato: Soy mujer y feminista y me representa más @Albert_Rivera con sus propuestas que Chacón con sus mentiras de vieja polít…","2"
"675017359590080512","@ZkyDesigns quieroooo mi pp papi :vvvvvvvvvv","11"
"666256392051892225","RT @FiloPolitics: 1.Ministro de defensa Saudí (pro-ISIS)
2.Rajoy
3.Empresario de armas
Así se opuso el gobierno al terrorismo de ISIS. http…","2"
"674715933957472257","RT @educagabilondo: Lo que necesita la Escuela en que creemos @PSOE @equipoGabilondo es dignificar la profesión docente, no cuestionarla ht…","2"
"670915565029089280","RT @AntonioMaestre: Y aunque lo quieran ocultar los españoles han captado que @CiudadanosCs es el partido de la clase alta, de la CEOE, del…","1"
"678232130435031040","RT @norcoreano: Rajoy me ha decepcionado, cuando llegó prometió que iba a acabar con los parados y que yo sepa, la mayoría de los parados s…","2"
"676295047822876672","RT @FrancisRubioGme: ""Yo no le tengo miedo al talento, le tengo miedo a la mediocridad"" .@Albert_Rivera https://t.co/QMES3Y4BNa","9"
"678757904963543040","RT @efuentescoach: @opositorisima @aser_ne para mi todos los delitos contra la nación y los ciudadanos venezolanos deben ser castigados con…","11"
"673845216038821888","Con dos cojones. Nos siguen tomando por idiotas #20D #7DElDebateDecisivo #hipstersPP https://t.co/nHIpr1cqT1
TWEET CITADO: Somos el partido más votado, porque nos vota gente muy diferente #TambiénLosHipsters https://t.co/fKELuKRCOs
https://t.co/3K1tU4vdat","9"
"670026789780090882","Vozpópuli - La Fiscalía no investigará si Rajoy gastó dinero público en cuidar a su padre https://t.co/B115QcCIyx vía @voz_populi","2"
"673909257692147712","RT @PodemosHortalez: Aquí @Albert_Rivera explicando (o confesando) lo que es el contrato único: una forma más de abaratar el despido.
https…","2"
"676457257291395073","RT @JL69: #AnonymousContraCiudadanos ""Votando a Ciudadanos, gobernará el Partido Popular."" https://t.co/RVbsF6LHpl","1"
"675625358931136512","RT @emocionycambio: No sirvas a quien sirvió ni pidas a quien pidió son los siervos dl q mandó Y manda¡Qpena y horror! Cambio generación ht…
TWEET CITADO POR EL RETWEETEADO: El problema no es el @PPopular o @marianorajoy, es la merma que les sigue votando...hagan lo que hagan https://t.co/9RtAe8C5sZ","1"
"668020790386950145","RT @peparroyo: Retrasar la hora con Greenwich es una prioridad para @CiudadanosCs , quitar medallas a Franco...eso ya... y tal, pero...","2"
"662332525088546816","RT @danisoler27: Por un futuro lleno d oportunidades,Igualdad y justicia nos subimos a la C de @CiudadanosCs @ #LaIlusionVencealmiedo https…","1"
"671712366011138048","#BlackySwaggerX3 ♥ Luena: «Rajoy fue uno más de los que se repartió el botín»: El PSO... https://t.co/VvxO6fcK6N ← #BLackySwaggerX3 ♥","2"
"676831752761937920","Rajoy y Pedro Sánchez: el saludo del día después https://t.co/itUK2KKxwb","9"
"667436293366931457","PP saca adelante los presupuestos para 2016 con el apoyo de Ciudadanos: EUROPA PRESS González-Pescador tacha d... https://t.co/ihXxOSTO0S","2"
"671358128554975232","RT @_InakiLopez_: El equipo de @SextaNocheTV encantado de comunicaros que este sábado en La Calle Pregunta responderá el presidente de gobi…","9"
"674556423712448512","RT @will_llermo: ""Que guapo soy. Muy guapo. Más que Rajoy y evidentemente más que Pablo Iglesias. Voy a ganar por guapo. GUAPO."" https://t.…","10"
"667020319027167233","RT @idalmac46: Los interv. son los únicos que pueden poner luz en la Comisión. Es lógico que PSOE no quiera, pero...¿Y CIUDADANOS ? https:/…","11"
"674160566642958337","El Periódico .- Primera edición: la nueva política y los emergentes ganan el debate a Rajoy (3-2)  + en https://t.co/adVjEPprLG","9"
"677919950066065408","RT @idalmac46: Decidamos entre RAJOY o este esperpento de partido. ¡¡ GOBERNARÁ RAJOY, o MANDARÁ ÉL...AUNQUE GOBIERNE OTRO !!. https://t.co…","1"
"677130382010134528","@Pinchopo @Mar_Mer1  Pues Ciudadanos ha vuelto a decir hoy que no apoyará al PP","1"
"678512794434674688","RT @interiorgob: #EleccionesGenerales2015 #20D 91.700 agentes trabajan hoy para garantizar la seguridad durante la jornada electoral https:…","9"
"669054662901956608","@eslamananadeFJL Federico, hablas de terrorismo y eres hasta liberal. Apoyas a Rivera y la cagas por contradicción voluntaria interesada.","1"
"673973495219560449","RT @Petetekin: “En el PP somos un equipo. Y mire qué abrigo”.","10"
"677446034239303680","20-D. LOS EDITORES DE LIBROS DE TEXTO RESPALDAN QUE LOS DIGITALES SEAN GRATIS COMO PROMETE RAJOY:  https://t.co/wY73ol0HLi","2"
"679612046355382272","RT @CiudadanosCs: .@Albert_Rivera ""La soberanía es del pueblo español, no de los territorios"" #ActualidadCs","2"
"673267091139665920","RT @SextaNocheTV: .@marianorajoy ""Los parlamentarios tienen que venir aquí y tienen que desayunar, comer y cenar. Por eso se les da una die…","2"
"673256597989285890","RT @laSextaTV: 🔴 @marianorajoy responde ya en #directo a las preguntas de los ciudadanos https://t.co/KtOKLnw0bU #L6Ncallerajoy https://t.c…","9"
"671542493536718848","Los cargos públicos de Podemos ya cobran 3 SMI,el resto lo donan al proyecto Impulsa Pablo_Iglesias_ #ELPAISDebate https://t.co/1IFEdCoQfN","2"
"676068215588593664","RT @socialistavasco: .@patxilopez ""que nadie regale su voto a la derecha"" #PedroPresidente #VotaPSOE #PSOE @psoe
https://t.co/TET4Tc0f9H","9"
"671340858709573633","RT @spain4israel: Hoy se recuerda expulsión de 850.000 judíos de países árabes. Esos refugiados Nunca importaron. Hoy no tenemos refugiados…","11"
"675774496998076416","RT @AntonioMaestre: El tuit es falso. Pero está bien que considere machista un tuit que defiende lo que decía su programa electoral.  https…
TWEET CITADO POR EL RETWEETEADO: Los nervios del PSOE y el 'todo vale' : Chacón saca impreso en un mitin un tuit machista falso como si fuera mío. Basta de política basura.","2"
"673570129444143104","RT @Torreeessss: Que onda con eso de Daniel Rivera Y Tomy Aguero","11"
"673272083061866498","RT @popularesfuenla: Parece que en campaña todos se comprometen con todo. Yo me comprometo a lo que puedo cumplir. #L6Ncallerajoy @marianor…","9"
"678654706361724928","RT @M__Martinez: Gana el PP. Pierde España.","1"
"674889201834459138","RT @JaimeRubio: Mariano: Mucho españoles.
Rajoy: Cuando tienes razón, hay que darte la razón.
Mariano: Me encanta debatir.
Rajoy: Bésame. B…","10"
"674782353227517952","Dan cadena perpetua a mexicanos por muerte de agente fronterizo: EFE PHOENIX. Dos ciudadanos mexicanos fueron ... https://t.co/ie8UNPy0oP","11"
"673301345361862656","RT @Juanmi_News: Estoy preocupado por ti, @Albert_Rivera. ¿¿¿¡Qué te pasa!??? 

https://t.co/sSwPj0jKmM","9"
"667256933674422272","RT @chilango44: @AcapulcoGob ¿Cuáles son los números telefónicos en donde los ciudadanos pueden solicitar cambio de luminarias en sus calle…","11"
"673999034269437953","RT @Flores_Josemari: #7DElDebateDecisivo Pablo Iglesias lo soluciona hablando de fraternidad y de ir a ver 7 apellidos catalanes...","2"
"678251019655073792","Quien ganará las #Elecciones20D.
#EncuestaTwitter #EncuestasTwitter #EncuestaPolitica #Podemos #PSOE #Ciudadanos #PP","1"
"671012916540346368","RT @MarisaVargas_R: La IZQUIERDA siempre que ha gobernado (PSOE) ha dejado a España hecha unos ZORROS y tod@s lo sabéis #NoMiento","1"
"673154557564870656","RT @FiloPolitics: Comparando encuestas y resultados anteriores, parece que el CIS tiene más ganas de que gane C's que el propio Rivera http…","1"
"663171906225459200","RT @BluRadioCo: #Video Yo mando en Cachipay: concejal electo insulta a policías y ciudadanos
https://t.co/OyEldjHjes https://t.co/TjPqJnh6cA","11"
"676550640584232961","RT @JaviierFsa: Me copo Quienes son estos dos Nicolas Diaz y Daniel Rivera? 

⭐SEGUIME &amp; TE SIGO⭐
⭐SEGUIME &amp; TE SIGO⭐

#LunesDeGanarSeguido…","11"
"676496469369724928","RT @PodemosGB: Esto es un reto! #ElVerdaderoDebate sería éste. Con los y las portavoces de quienes mueven los hilos del #PP y #C's. https:/…","9"
"678653004036329472","RT @descodificador: El sondeo de TVE no da la mayoría absoluta a PP y Ciudadanos https://t.co/51uFZECihi","1"
"669066242179878912","@PPopular @pablocasado_ Y más si están adiestrados por PPSOE y manipulan desde los medios.","2"
"674324923901419520","RT @d_rico_: Lo petamos en todas la encuestas #7dElDebateDecisivo https://t.co/dRS4qJEuMM #IglesiasPresidente20D","1"
"676107903988842496","RT @CiudadanosCs: .@Albert_Rivera “La ilusión es lo único que puede hacer a España volver a levantarse” https://t.co/k21c64bfBF vía @notici…","9"
"676038192496291840","RT @ahorapodemos: ""No hay porqué gritar, ni porqué insultar. Sin convertirnos como ellos les vamos a ganar las elecciones"" @Pablo_Iglesias_…","1"
"664104965577777152","12 #refugiados: Nuestra SOLIDARIDAD pare un ratón, y TODOS, @adacolau @ahorapodemos incluídos, tan cómodos. https://t.co/cI6Rv6fWbQ","2"
"676381016550973441","Podemos es ya 2ª fuerza en IDV, pero mantiene empate técnico con C's,que conforma con el PP un frente ""anti Podemos"" https://t.co/3F6qSWe3KI","1"
"673962589370626049","¿Qué excusa tiene #Rajoy para no asistir al debate? #InventaUnaExcusa #ExcusaRajoy #RajoyNOdebate #7DElDebateDecisivo","9"
"673256846346579968","RT @SextaNocheTV: .@marianorajoy ""Todas las personas que se vean afectadas por corrupción serán apartadas de nuestro partido"" #L6Ncallerajoy","2"
"675435894049021953","RT @Pintordeestrell: @PSOE Recordar: OTAN NO (manda güevos que va a ser que sí) Así es el PSOE - MENTIROSOS -","2"
"677840921304678400","RT @AlbadelCampo1: Gracias al @PPopular la crisis no ha hecho mella en los beneficios del oligopolio eléctrico #Túlapagas #PPApuestaPorEléc…","2"
"675827925334269953","RT @rquerolbello: #jomacuso de ser parte en un partido q lleva más de 135 años trabajando para mejorar la sociedad @PSOE #PSC. Puede decir …","1"
"678113163330588672","RT @Marhietta_: @Anonymous_UE @Lolo_Sev Así hablaba Toni Cantó de Ciudadanos antes de ir …: https://t.co/KRywG2Sg54","1"
"676451264255942656","Consigamos el #20D que la ilusión sea más fuerte que el miedo. Faltan 6 días para cambiar España. #AlbertPresidente https://t.co/e3bPCEg0AS","9"
"675367375999496193","RT @Arezno: ""Mi padre y mi madre son mellizos y yo tan normal"" https://t.co/5T4uv5SGRO
TWEET CITADO POR EL RETWEETEADO: Santiago Abascal: 'Que venga Pablo Iglesias a pegarme si tiene bemoles'  https://t.co/iGhzbWQpqX https://t.co/XKFaMWfGxQ","9"
"672400755203158022","RT @gerardotc: ¿La encuesta del CIS es de antes o después de que el PP por fin presentase el programa electoral? Es broma, ¿qué más dará es…","1"
"672034242638061568","@soyeljefe_ Rajoy acaba con menos empleo y menos paro que Zapatero en 2011 https://t.co/hLxjbYpJtX","2"
"675439749629419520","RT @pparagon: @eloysuarezl: ""Defendemos el modelo autonómico. El #PSOE quiere un estado federal con más poder de #Cataluña y menos de #Arag…","2"
"674351142726443008","¡¡Magnífico!! https://t.co/mbvaorVxQ3
TWEET CITADO: Sánchez acaba de llamar comunista a Pablo Iglesias en directo. Es que no doy crédito.","1"
"675725477898752001","RT @Jam1Juan: Esto es la guerra don @Albert_Rivera Colonia 1945 https://t.co/HhFQvDt4oM","11"
"674195020165984256","Los grandes momentos del debate televisivo: del 'saludo' a Rajoy al ""Monedero, paga"": 20MINUTOS.ES El debate t... https://t.co/w9FgXYKZMu","9"
"675287278550458368","RT @EspeGordo: Da penica como son los periodista justifican el patinazo de Ciudadanos cosa, q no han hecho con otros.#MartaRiveraEP https:/…","9"
"675386206037934081","RT @Cs_Torrevieja_: Llega @Albert_Rivera al acto central en #Alicante
#AlbertPresidente https://t.co/SyDTZ4KCYH","9"
"674261142206738432","Pensamiento crítico » Lo que Ciudadanos oculta sobre su contrato único https://t.co/maIFzv4NaG","2"
"673969607741448193","RT @norcoreano: Juega Soraya en vez de Mariano, cuidado que el PP podría ser expulsado del debate por alineación indebida si denuncian. #7D…","9"
"673774342476537856","RT @PPopular: ¿Sabías que se han creado un millón de empleos en el último año? @pablocasado_ #objetivoDebateEconomía https://t.co/ZrxTJjqFDN","2"
"677906700217774080","@sanchezcastejon Hay que aprender a que gobierne el que gana, cueste lo que cueste, porque las siguientes serán vuestras, quiza. Reflexión","1"
"675655429318385664","Eso de ""se estudiará"" me huele a ""ya si eso..."" @ajpaniagua  https://t.co/PLt9PsiwGw
TWEET CITADO: Leyendo el programa de cultura de Podemos, que se presenta hoy. Pablo Iglesias quiere montar su propio Tidal 🙈 https://t.co/MQv4lBB4IO","2"
"673924873689894913","RT @Kanal_Zero15: #Ciudadanos y su propuesta para el IVA. Pretenden hacernos pagar aún más. ¡Qué paguen ellos! #7DElDebateDecisivo https://…","2"
"672188776387633152","RT @PBDcc: Bertín entre otras cosas, ha definido a Rajoy como tolerante, y que no se ha metido con ninguno de sus contrincantes. #BertinyRa…","10"
"675434330735407104","Pablo Iglesias 'pasa' de Pedro Sánchez y carga contra la corrupción en el PP https://t.co/zMfsiAKJ68 https://t.co/Uj8vuQurJS","2"
"678256437856989184","Equipo de Gobierno propone a trabajadores recuperar convenio colectivo recortado por el PP:  https://t.co/di46pW3p2b https://t.co/xjXYPUlktc","2"
"678716050444320772","RT @1persona1voto: Resultados con #1persona1voto al 99,2% escrutado:

#PartidoPopular  100 /-22
#PSOE  77 /-14
#Podemos  72 /+3
#Ciudadanos…","1"
"675019321211531265","@MVTARDE @sanchezcastejon 
RAJOY el TRABAJO hay q REPARTIRLO y no PERPETUARLO.
Vd no piensa en quienes TRABAJAN FÍSICAMENTE y en la CALLE","2"
"676100790671556610","RT @BlaancaNiieves: Buena pregunta ..sera porque ,ni es tan inocente y ni Rajoy puede ya tapar tanta mierda ,,y viene el Debate a dos  http…
TWEET CITADO POR EL RETWEETEADO: ¿Por qué dimite #Arístegui si Rajoy decía que lo que hacía era absolutamente normal?","2"
"673953202874789888","Entra ahora Pablo Casado como representante de Ciudadanos en #7DElDebateDecisivo","9"
"676535666042396672","RT @ErnestoEkaizer: #CaraaCaraL6. ¿Nadie le ha acusado nunca a Rajoy? Y Luis Bárcenas ¿no explicó a Ruz que pagó sobresueldos a Rajoy hasta…","2"
"677931963316109312","Ciudadanos la marca balnca del PP

@Colonos_Cs https://t.co/lPb6d6V9rq","1"
"672277330807513088","Qué ilusos somos todos al pensar que México necesita héroes, si lo único que le hace falta es la atención de sus ciudadanos.","11"
"677550780249952256","RT @gustyea66: #A3díasARV Sondeo Periodic Andorra17/12 PP 26,2% PSOE 21% Podemos 20.4% C's15.9% IU 3.7%  https://t.co/waW1zuA4C0 … https://…","1"
"674605582058438656","RT @PPptodelaTORRE: #debate20dEnlaSER "" @CiudadanosCs y @psoe han votado en contra del Tercer Hospital para #Málaga"" https://t.co/Q1oH30OMuq","2"
"665991990098677760","RT @CharoRecio: Necesito un emoticono que ""vomite"".  Asco de gentuza. https://t.co/X6T5mvNDiY
TWEET CITADO POR EL RETWEETEADO: Esto me parece gravisimo, hay que decirlo alto y claro: Pablo Iglesias es un auténtico MISERABLE https://t.co/C8jNOT6E6j","10"
"666731150577180673","Apostamos? Hoy tengo el día... https://t.co/hUIotdA2kp
TWEET CITADO: .@Albert_Rivera en @El_Intermedio: ""No voy a apoyar a 1 Gobierno del PP o del PSOE porq no creo en esos partidos. Yo me presento para ganar""","1"
"677187785569099776","@AngieNavarroMX @pabloRregordosa sabiendo que un partido puede ser beneficiado por la aparición de neo-ciudadanos, el caso es riesgoso.","11"
"676528774616375296","Que cabron Rajoy no acepta nada, solo sobres #JetaAJeta","2"
"662613380889489408","RT @J_MALEVO: Ciudadanos pactando con el PP https://t.co/meOi31QgaF","1"
"674203946001539072","Debate 7D - Santamaría: «La única forma de respetar a los ciudadanos es respetar la lista más votada» https://t.co/cxiADABpSA","2"
"673824668877500416","RT @ahorapodemos: ""Hemos llegado hasta aquí por una situación en la que el saqueo de las cuentas públicas crecía en nuestro país""@ierrejon …","2"
"677282976040935424","@leghrando @ahorapodemos @PSOE Póngame dos.","11"
"672330514372628480",".@sanchezcastejon: ""Me comprometo a impulsar las políticas de vecindad con África"" #PSanchezSERCanarias","2"
"672060504920236032","RT @eldiarioes: Rajoy acaba la legislatura con menos trabajadores afiliados a la Seguridad Social que cuando llegó https://t.co/ScN6ZjzaJT","2"
"676708962948014080","Propuestas concretas, críticas justas y altura política. Gana la única alternativa real al PP @sanchezcastejon  #VotaPSOE #PodemosRemontada","1"
"679600879838846976","Eso me gustaría verlo.
Por el bien de todos. https://t.co/BtG1IdOkdU
TWEET CITADO: Rivera: 'Queremos proponer una mesa de negociación entre PP, PSOE y Ciudadanos para garantizar la unidad de España' https://t.co/p1aJhAQaf7","1"
"675051251185373184","RT @pacobautista: Conectan con los coches en marcha. La mujer de Pedro Sánchez no lleva el cinturón. Pablo Iglesias, Iñigo Errejón tampoco.…","10"
"675053745902903301","RT @psoedesevilla: .@sanchezcastejon: Me comprometo con la Junta de Andalucía a poner en marcha un Plan de Empleo con recursos #VotaPSOE","2"
"678183396170989568","RT @LA_PAH: Hola @marianorajoy, sabemos que tú no te vas a hacer una foto con #TodasConLas5. Nosotras sí nos las hacemos: https://t.co/GaW2…","2"
"677876870830948354","RT @cs_ciudadanos: ULTIMA HORA: El numero 2 de @CiudadanosCs al Senado por Albacete deja el partido: ""los afiliados no pintamos nada"". http…","9"
"675806555703349248","Rajoy: Sánchez no debió ir al debate a cuatro y debe reservarse para ""grandes debates"": EFE Rajoy ha hecho est... https://t.co/o7L56i03dm","9"
"666916442881830912","RT @Petetekin: “C’s quiere que en estado de excepción Albert Rivera pueda entrar en tu casa, sentarse en tu regazo y hablar 6 horas de sus …","2"
"678880443102572544","RT @ldpsincomplejos: 2) Plantearse siquiera la hipótesis de un gobierno radical PSOE+Podemos+morrallas es desconocer que el BCE tiene el bo…","1"
"673470414165811200","RT @ahorapodemos: .@Pablo_Iglesias_ @Julio_Rodr_ @VickyRosell @ierrejon @CBescansa @Irene_Montero_ y @juralde ya en el Congreso https://t.c…","9"
"668035173552926724","RT @PSOE: #UnProyectodePaís del PSOE  tiene 2 grandes propósitos reformistas: #RecuperaciónJusta y una Democracia limpia y moderna @sanchez…","1"
"679664661520867329","RT @Miotroyo2parte: El senador de #Podemos José Ramón Galindo fue detenido en 2008 por tráfico de cocaína. Y se ríen de @Albert_Rivera. htt…","2"
"675811458781945856","RT @ahorapodemos: ""El PP se ha gastado el 45% de la caja de las pensiones"" @Pablo_Iglesias_ #PabloIglesiasUTN https://t.co/NJhago3Gdr","2"
"677929019501887488","RT @javierjuantur: I. Errejon: ""Magnificas noticias #PartidoPopular no podrá gobernar ni con los votos de #Ciudadanos""
#VotaPodemos20D http…","1"
"673512142449020928","RT @SextaNocheTV: ▶@marianorajoy: ""Ahora no conviene bajar la edad de jubilación"" #L6NcalleRajoy https://t.co/wRaeGi1FeD https://t.co/jv31i…","2"
"665661309514612737","RT @ahorapodemos: ""He enviado una carta a Rajoy manifestando la necesidad de un Consejo de Paz""  @Pablo_Iglesias_ #TodosSomosParís https://…","2"
"673283710742040576","RT @lorlorsil: Que tranquilidad tener a un presidente que conoce la realidad,con sentido común,humildad y convicción de a dónde va.Grande @…","9"
"663800425540395008","RT @Esparroqui: #ÚltimaHora: Pedro Sánchez se reunirá otra vez con Pablo Iglesias...

Uy perdón... con Mariano Rajoy! #PedroNoTeEscondas","1"
"664527128122286081","RT @democraciareal: Pablo Casado #PP lava su currículo: borra de su cuenta Linkedin que trabajó en la banca en Suiza https://t.co/ArQToMUrt…","2"
"666624466529710085","El PP denuncia la designación del exalcalde de Huévar como director de Empleo pese a su “nefasta” trayectoria https://t.co/K42Iw2W4uG","2"
"675094131857883136","RT @SocialistesVal: ""A Rajoy y Margallo les digo, que en la Comunitat Valenciana pocas bromas ya. ¡Aquí han robado lo que no está escrito!""…","2"
"678889796366938113","Haga los honores, por favor, señor @marianorajoy https://t.co/XCIkJRN5z2
TWEET CITADO: ¿Sabéis quién dijo primero lo de que España era un país ingobernable? Amadeo I de Saboya. ¿Sabéis qué hizo? Irse de España.","1"
"675623724540952576",".@eldiarioes @raquelejerique Se llaman Ciudadanos porque ""Somos iguales que el PP"", no quedaba bien.","1"
"673820866770243584","RT @Lidia_Yiya: El Gobierno del #PP nos deja la hucha de las #pensiones temblando
#ObjetivoDebateEconomía @ObjetivoLaSexta https://t.co/aHP…","2"
"675037939395600384","RT @psoedeandalucia: .@PradasTorres: La derecha cada vez que se transforma ha sido para peor. UCD, el PP y Rajoy, que va a dejar por bueno …","1"
"678420987784859648","RT @Pitolonger: Que crack Albert Rivera en @fabrikdiscoteca cogiendo el voto joven: https://t.co/5YuTguo8hW","9"
"674906567192481792","Así tratan los partidos políticos a las #familias https://t.co/BkerIES7Wn #20D #elecciones por @MariaJose_1610 https://t.co/A0fMNuzzee","2"
"674100143583571969","RT @quiquepeinado: Si Albert Rivera sigue moviendo así las manos le va a aparcar un avión en el plató #7DElDebateDecisivo","10"
"672900998218825729","RT @CiudadanosCs: .@Albert_Rivera ""A los indecisos les digo: atrévanse a soñar, a innovar, a cambiar las cosas de forma sensata"" #MallorcaC…","9"
"674695604145123328","El PSOE ofrece a un candidato guapo
Señoras pero miren que guapo es
Es que es guapo
Por una España más guapa","10"
"678731834642034688","Henry Lisandro Ramos Allup-Enchufado a la Misión Amor MayorVéanlo https://t.co/eGawnsCM5p #ElPuebloEsPoderComunal  https://t.co/u9bEP3xiWM
TWEET CITADO: ArcangelAlvarad: El Partido Popular PP gana las elecciones de España con el 27,56 % de los votos y 124… https://t.co/IVPLfphmfm …","1"
"678640651945295872","RT @alfonso_ng: Los #ApoderadosPodemos sonreímos por el cambio #EleccionesGenerales2015 #20DicPodemos @podemosalbacete @ahorapodemos https:…","9"
"675337564954431488","RT @Mhemeroteca: Hola @marianorajoy
Cuando llegaste al gobierno la deuda pública era 69,3%. Ahora es del 99,3% 
¿No era tu prioridad? https…","2"
"676552344990031872","RT @juanramajete: Rajoy: ""Me voy muy contento"" 

...angelico, no se entera.

#CaraACaraL6","9"
"674313014238023680",".@NicolasMaduro Guanipa: Tenemos un gran compromiso con Caracas y sus ciudadanos: Aseguró qu... https://t.co/adWQHd5rg4 #TuFirmaXLaPatria","11"
"670235506404401152",".@sanchezcastejon ya nos ha contestado ¿Quién será el siguiente? Queremos hablar de política social #poletika https://t.co/o3LsR0GcUJ","2"
"676095706751455232","RT @Politicalocal: Los colegios concertados, en jaque por la enmienda de C’s, PSOE y Podemos https://t.co/TKnlyr3453 @concapa_es @COFAPA_ @…","2"
"678695729817370626","RT @IsabelInfinity: Lo único de que el PP gane las elecciones es quAH NO QUE NO HAY NADA BUENO EN ESO #L6elecciones","1"
"672195631906205696","RT @anak14: En Vzla los presos políticos no son solo los que están tras las rejas, también son los ciudadanos presos del sistema https://t.…","11"
"672918865853227011","RT @JoanQueralt: El Tribunal de Cuentas nos dará rápidamente los datos y, si hay irregularides, obrará en consecuencia. Como siempre https:…
TWEET CITADO POR EL RETWEETEADO: ¿Quién paga una publi así en pleno Atocha en Madrid? ¿Quién financia a #Ciudadanos?
¿Cuánto cuesta un espacio así?
😒 https://t.co/4seQEqbpu6","2"
"672680447609016320","RT @antonlosada: Y al próximo que dé por muerto a @marianorajoy deberíamos regalarle unas gafas.","1"
"674205954045554688",".@Albert_Rivera hablará el jueves 10 a las 19h en Twitter, nueva tecnología y política. #AlbertResponde #Ciudadanos https://t.co/e7dDLwM7x7","9"
"674014940064186368","RT @Irene_Montero_: @Pablo_Iglesias_ Presidente Prohibido olvidar, y sonreíd, que sí se puede #IglesiasPresidente20D #7DElDebateDecisivo ht…","9"
"678697173056376833","RT @LosingParadise_: Como salga el PP otra vez es que definitivamente España es un país de tontos y masocas.","1"
"667767959696355328","RT @SuNotissima: El PSOE quiere incluir en la Constitución dependencia y servicios sociales; así pueden incumplirse constitucionalmente, co…","2"
"673574954953084930","RT @BianchiniAlexOK: TWITTEA
Daniel Rivera y Tomy Aguero
Y que se PUUUUUDRAAAA♪
#DomingoDeGanarSeguidores #SeguimeYTeSigo #BuenDomingo  #Se…","11"
"672150794309918720","Contratistas militares de EEUU financiaron en 2009 la campaña electoral europea de Ciudadanos | Diario Público https://t.co/7BvCzw3krU","2"
"672771842315296768","RT @Barbijaputa: Villalobos (PP) dice que dejará de haber corrupción cuando los ciudadanos lo pidan. Comololeéis.

https://t.co/Dww4tRIi0f","2"
"676759625006489602","El Gobierno valenciano no halla 16 informes que el PP pagó a Púnica https://t.co/NIRBtfi9rf","2"
"675081035323973635","RT @cuartopoder: Sindicatos e IU califican de ""ocurrencia irresponsalbe"" la propuesta fiscal de Rajoy. https://t.co/5bTOTNhLgx #20D https:/…","2"
"670045058570260480","RT @radiounoplus: Suena: Carlos Rivera - Como pagarte 
En Radio Uno Plus &gt;&gt;  https://t.co/Qi5Gpin6MM","11"
"674552402972930048",".@Albert_Rivera ""Somos la única alternativa que puede ganarle las elecciones a Rajoy y recuperar el centro político"" #GranadaCiudadana","1"
"673602673439043584","RT @JuanMa_Moreno: .@marianorajoy de nuevo en Andalucía. Gracias por tenernos tan presentes  https://t.co/couX7zE83i
TWEET CITADO POR EL RETWEETEADO: . @marianorajoy en Palos de La Frontera @ConFatimaB @loleslopez @Magonzalezlepe @cromeroher @Populareshuelva https://t.co/09N7HRPQt5","9"
"675090636568182788","RT @mabelverso1: Vuelve la esculacion urbanística sin menos barreras legales #VivaElVino! https://t.co/Tpks52Ag1Y
TWEET CITADO POR EL RETWEETEADO: LEY DEL SUELO C's y PP eliminan la barrera legal a las grandes operaciones especulativas en Madrid... https://t.co/JOLraZ6iiY","2"
"671831920628625408","RT @CasaANNewYork: Enmienda fortalece seguridad integral de ciudadanos con esfuerzo conjunto de las FFAA https://t.co/wBJ4eZhCU0 vía @Asamb…","11"
